order_id,customer_id,order_date,status,country,signup_date,year,month,month_name,quarter,day_name,year_month,first_order_date,days_since_first_order
516,145,2024-08-23,Completed,France,2023-06-07,2024,8,August,3,Friday,2024-08,2024-08-04,19
517,217,2024-04-01,Completed,Italy,2023-02-01,2024,4,April,2,Monday,2024-04,2024-04-01,0
518,132,2024-01-21,Returned,Germany,2023-10-07,2024,1,January,1,Sunday,2024-01,2024-01-21,0
519,292,2024-10-29,Completed,Germany,2023-12-27,2024,10,October,4,Tuesday,2024-10,2024-04-09,203
520,70,2024-12-22,Completed,Morocco,2023-08-03,2024,12,December,4,Sunday,2024-12,2024-01-20,337
521,252,2024-03-24,Completed,Germany,2023-12-28,2024,3,March,1,Sunday,2024-03,2024-01-11,73
522,275,2024-09-18,Completed,France,2023-08-24,2024,9,September,3,Wednesday,2024-09,2024-05-24,117
523,182,2024-05-26,Cancelled,Italy,2023-05-13,2024,5,May,2,Sunday,2024-05,2024-05-11,15
524,167,2024-09-13,Completed,Morocco,2023-11-23,2024,9,September,3,Friday,2024-09,2024-09-05,8
525,91,2024-02-27,Completed,Italy,2023-12-15,2024,2,February,1,Tuesday,2024-02,2024-02-27,0
526,202,2024-01-15,Returned,Spain,2023-02-18,2024,1,January,1,Monday,2024-01,2024-01-15,0
527,19,2024-06-10,Completed,Germany,2024-01-30,2024,6,June,2,Monday,2024-06,2024-06-10,0
528,39,2024-06-11,Completed,Morocco,2024-02-15,2024,6,June,2,Tuesday,2024-06,2024-01-10,153
529,126,2024-11-15,Completed,France,2023-07-24,2024,11,November,4,Friday,2024-11,2024-03-20,240
530,173,2024-10-07,Completed,Morocco,2024-04-28,2024,10,October,4,Monday,2024-10,2024-01-27,254
531,141,2024-10-06,Completed,Germany,2024-05-11,2024,10,October,4,Sunday,2024-10,2024-02-19,230
532,242,2024-01-12,Completed,France,2023-12-02,2024,1,January,1,Friday,2024-01,2024-01-12,0
533,220,2024-09-30,Completed,France,2024-01-29,2024,9,September,3,Monday,2024-09,2024-06-14,108
534,126,2024-09-27,Completed,France,2023-07-24,2024,9,September,3,Friday,2024-09,2024-03-20,191
535,58,2024-07-26,Returned,Morocco,2023-12-05,2024,7,July,3,Friday,2024-07,2024-01-03,205
536,148,2024-01-27,Completed,Morocco,2024-04-02,2024,1,January,1,Saturday,2024-01,2024-01-27,0
537,1,2024-03-12,Completed,Spain,2023-05-15,2024,3,March,1,Tuesday,2024-03,2024-01-01,71
538,190,2024-02-29,Completed,Spain,2023-10-20,2024,2,February,1,Thursday,2024-02,2024-01-08,52
539,191,2024-05-24,Completed,Italy,2024-04-19,2024,5,May,2,Friday,2024-05,2024-05-24,0
540,117,2024-04-02,Completed,Spain,2024-04-15,2024,4,April,2,Tuesday,2024-04,2024-04-02,0
541,134,2024-11-04,Cancelled,Italy,2023-08-28,2024,11,November,4,Monday,2024-11,2024-05-03,185
542,58,2024-01-08,Returned,Morocco,2023-12-05,2024,1,January,1,Monday,2024-01,2024-01-03,5
543,44,2024-03-19,Completed,France,2023-02-04,2024,3,March,1,Tuesday,2024-03,2024-01-07,72
544,173,2024-01-27,Returned,Morocco,2024-04-28,2024,1,January,1,Saturday,2024-01,2024-01-27,0
545,160,2024-06-22,Completed,France,2023-05-11,2024,6,June,2,Saturday,2024-06,2024-03-16,98
546,173,2024-02-19,Completed,Morocco,2024-04-28,2024,2,February,1,Monday,2024-02,2024-01-27,23
547,149,2024-07-17,Completed,Germany,2023-11-07,2024,7,July,3,Wednesday,2024-07,2024-07-17,0
548,80,2024-12-14,Cancelled,Morocco,2023-09-14,2024,12,December,4,Saturday,2024-12,2024-12-14,0
549,213,2024-06-29,Completed,France,2024-04-27,2024,6,June,2,Saturday,2024-06,2024-03-30,91
550,203,2024-01-24,Completed,Spain,2024-01-12,2024,1,January,1,Wednesday,2024-01,2024-01-24,0
551,252,2024-11-11,Completed,Germany,2023-12-28,2024,11,November,4,Monday,2024-11,2024-01-11,305
552,229,2024-02-15,Completed,France,2023-04-05,2024,2,February,1,Thursday,2024-02,2024-01-12,34
553,164,2024-01-15,Completed,Germany,2024-03-25,2024,1,January,1,Monday,2024-01,2024-01-15,0
554,227,2024-06-01,Cancelled,Spain,2023-09-21,2024,6,June,2,Saturday,2024-06,2024-06-01,0
555,147,2024-08-09,Cancelled,Germany,2024-05-08,2024,8,August,3,Friday,2024-08,2024-01-12,210
556,20,2024-07-24,Completed,France,2024-04-18,2024,7,July,3,Wednesday,2024-07,2024-01-11,195
557,47,2024-09-29,Returned,Italy,2024-01-16,2024,9,September,3,Sunday,2024-09,2024-02-06,236
558,233,2024-08-23,Completed,Spain,2023-05-29,2024,8,August,3,Friday,2024-08,2024-01-25,211
559,14,2024-12-05,Returned,Italy,2023-01-04,2024,12,December,4,Thursday,2024-12,2024-03-07,273
560,143,2024-08-15,Completed,Italy,2023-08-24,2024,8,August,3,Thursday,2024-08,2024-01-19,209
561,1,2024-01-09,Completed,Spain,2023-05-15,2024,1,January,1,Tuesday,2024-01,2024-01-01,8
562,54,2024-06-14,Completed,Morocco,2023-06-12,2024,6,June,2,Friday,2024-06,2024-01-22,144
563,259,2024-11-14,Cancelled,Spain,2024-03-15,2024,11,November,4,Thursday,2024-11,2024-04-15,213
564,144,2024-08-01,Completed,France,2023-06-22,2024,8,August,3,Thursday,2024-08,2024-01-09,205
565,12,2024-04-26,Completed,France,2024-03-11,2024,4,April,2,Friday,2024-04,2024-04-26,0
566,224,2024-12-09,Completed,France,2023-06-12,2024,12,December,4,Monday,2024-12,2024-01-02,342
567,272,2024-03-12,Completed,Italy,2023-05-21,2024,3,March,1,Tuesday,2024-03,2024-03-12,0
568,156,2024-03-04,Completed,Italy,2023-06-03,2024,3,March,1,Monday,2024-03,2024-03-04,0
569,8,2024-07-23,Completed,France,2023-04-20,2024,7,July,3,Tuesday,2024-07,2024-03-27,118
570,122,2024-07-27,Cancelled,Germany,2023-06-10,2024,7,July,3,Saturday,2024-07,2024-03-08,141
571,164,2024-03-12,Completed,Germany,2024-03-25,2024,3,March,1,Tuesday,2024-03,2024-01-15,57
572,90,2024-10-03,Completed,Italy,2023-08-23,2024,10,October,4,Thursday,2024-10,2024-01-23,254
573,136,2024-09-30,Completed,Spain,2023-07-01,2024,9,September,3,Monday,2024-09,2024-06-01,121
574,186,2024-11-15,Cancelled,Germany,2023-01-29,2024,11,November,4,Friday,2024-11,2024-03-12,248
575,178,2024-12-03,Cancelled,France,2023-11-20,2024,12,December,4,Tuesday,2024-12,2024-02-28,279
576,28,2024-04-04,Completed,Morocco,2024-02-04,2024,4,April,2,Thursday,2024-04,2024-04-04,0
577,220,2024-06-14,Completed,France,2024-01-29,2024,6,June,2,Friday,2024-06,2024-06-14,0
578,41,2024-02-01,Completed,Spain,2023-06-12,2024,2,February,1,Thursday,2024-02,2024-02-01,0
579,228,2024-01-11,Completed,Germany,2023-10-12,2024,1,January,1,Thursday,2024-01,2024-01-11,0
580,192,2024-10-27,Cancelled,Italy,2023-08-10,2024,10,October,4,Sunday,2024-10,2024-01-12,289
581,145,2024-08-04,Completed,France,2023-06-07,2024,8,August,3,Sunday,2024-08,2024-08-04,0
582,201,2024-10-15,Completed,France,2024-01-16,2024,10,October,4,Tuesday,2024-10,2024-02-28,230
583,212,2024-04-11,Completed,Morocco,2023-08-09,2024,4,April,2,Thursday,2024-04,2024-04-11,0
584,220,2024-09-23,Cancelled,France,2024-01-29,2024,9,September,3,Monday,2024-09,2024-06-14,101
585,240,2024-08-01,Completed,France,2024-04-26,2024,8,August,3,Thursday,2024-08,2024-01-25,189
586,46,2024-06-27,Completed,Italy,2023-12-25,2024,6,June,2,Thursday,2024-06,2024-06-27,0
587,35,2024-03-28,Completed,Spain,2023-11-14,2024,3,March,1,Thursday,2024-03,2024-03-28,0
588,253,2024-02-10,Cancelled,Morocco,2023-05-19,2024,2,February,1,Saturday,2024-02,2024-01-07,34
589,82,2024-03-16,Completed,Spain,2023-01-01,2024,3,March,1,Saturday,2024-03,2024-03-16,0
590,256,2024-02-15,Completed,Germany,2023-06-03,2024,2,February,1,Thursday,2024-02,2024-02-15,0
591,197,2024-06-08,Completed,Italy,2023-09-08,2024,6,June,2,Saturday,2024-06,2024-05-01,38
592,10,2024-03-20,Completed,Italy,2024-01-05,2024,3,March,1,Wednesday,2024-03,2024-01-05,75
593,286,2024-11-05,Completed,Spain,2023-10-06,2024,11,November,4,Tuesday,2024-11,2024-01-04,306
594,242,2024-03-26,Completed,France,2023-12-02,2024,3,March,1,Tuesday,2024-03,2024-01-12,74
595,251,2024-04-01,Completed,Morocco,2024-04-10,2024,4,April,2,Monday,2024-04,2024-04-01,0
596,5,2024-05-27,Completed,Italy,2024-02-05,2024,5,May,2,Monday,2024-05,2024-01-22,126
597,119,2024-06-09,Completed,Spain,2024-01-11,2024,6,June,2,Sunday,2024-06,2024-06-09,0
598,289,2024-07-20,Cancelled,Italy,2023-05-28,2024,7,July,3,Saturday,2024-07,2024-03-22,120
599,65,2024-08-29,Completed,France,2023-08-31,2024,8,August,3,Thursday,2024-08,2024-08-29,0
600,146,2024-12-18,Returned,Morocco,2023-06-21,2024,12,December,4,Wednesday,2024-12,2024-01-01,352
601,224,2024-01-02,Completed,France,2023-06-12,2024,1,January,1,Tuesday,2024-01,2024-01-02,0
602,239,2024-08-12,Completed,Spain,2023-07-13,2024,8,August,3,Monday,2024-08,2024-01-26,199
603,177,2024-10-15,Completed,Spain,2024-02-27,2024,10,October,4,Tuesday,2024-10,2024-03-12,217
604,267,2024-08-20,Completed,Spain,2024-02-15,2024,8,August,3,Tuesday,2024-08,2024-05-21,91
605,282,2024-03-17,Completed,France,2024-05-06,2024,3,March,1,Sunday,2024-03,2024-03-17,0
606,63,2024-04-25,Completed,Spain,2024-03-03,2024,4,April,2,Thursday,2024-04,2024-01-09,107
607,217,2024-06-02,Completed,Italy,2023-02-01,2024,6,June,2,Sunday,2024-06,2024-04-01,62
608,283,2024-04-12,Cancelled,Italy,2023-01-21,2024,4,April,2,Friday,2024-04,2024-03-04,39
609,177,2024-07-12,Completed,Spain,2024-02-27,2024,7,July,3,Friday,2024-07,2024-03-12,122
610,98,2024-06-14,Cancelled,Morocco,2024-02-20,2024,6,June,2,Friday,2024-06,2024-02-24,111
611,105,2024-12-24,Completed,France,2023-03-08,2024,12,December,4,Tuesday,2024-12,2024-12-24,0
612,99,2024-03-30,Completed,Italy,2024-01-09,2024,3,March,1,Saturday,2024-03,2024-01-13,77
613,6,2024-06-22,Completed,Italy,2023-07-13,2024,6,June,2,Saturday,2024-06,2024-01-12,162
614,197,2024-05-01,Completed,Italy,2023-09-08,2024,5,May,2,Wednesday,2024-05,2024-05-01,0
615,133,2024-05-22,Completed,Germany,2023-05-31,2024,5,May,2,Wednesday,2024-05,2024-01-07,136
616,259,2024-04-15,Completed,Spain,2024-03-15,2024,4,April,2,Monday,2024-04,2024-04-15,0
617,23,2024-10-31,Completed,Spain,2023-04-02,2024,10,October,4,Thursday,2024-10,2024-05-11,173
618,53,2024-12-25,Completed,France,2023-11-04,2024,12,December,4,Wednesday,2024-12,2024-01-02,358
619,165,2024-11-12,Completed,Italy,2023-04-05,2024,11,November,4,Tuesday,2024-11,2024-07-13,122
620,202,2024-05-02,Returned,Spain,2023-02-18,2024,5,May,2,Thursday,2024-05,2024-01-15,108
621,83,2024-01-09,Cancelled,Italy,2023-02-18,2024,1,January,1,Tuesday,2024-01,2024-01-09,0
622,145,2024-09-18,Completed,France,2023-06-07,2024,9,September,3,Wednesday,2024-09,2024-08-04,45
623,85,2024-03-13,Completed,Germany,2023-07-20,2024,3,March,1,Wednesday,2024-03,2024-03-13,0
624,78,2024-12-24,Completed,Spain,2023-07-14,2024,12,December,4,Tuesday,2024-12,2024-03-03,296
625,1,2024-08-10,Completed,Spain,2023-05-15,2024,8,August,3,Saturday,2024-08,2024-01-01,222
626,51,2024-02-10,Returned,Germany,2024-02-03,2024,2,February,1,Saturday,2024-02,2024-02-10,0
627,173,2024-07-22,Completed,Morocco,2024-04-28,2024,7,July,3,Monday,2024-07,2024-01-27,177
628,205,2024-09-20,Completed,Morocco,2023-10-24,2024,9,September,3,Friday,2024-09,2024-02-28,205
629,260,2024-11-23,Completed,Italy,2024-03-11,2024,11,November,4,Saturday,2024-11,2024-06-30,146
630,288,2024-06-26,Completed,France,2024-02-20,2024,6,June,2,Wednesday,2024-06,2024-05-25,32
631,34,2024-12-13,Completed,Morocco,2024-01-03,2024,12,December,4,Friday,2024-12,2024-04-30,227
632,95,2024-11-13,Cancelled,Spain,2023-11-23,2024,11,November,4,Wednesday,2024-11,2024-01-01,317
633,72,2024-03-24,Completed,France,2023-10-30,2024,3,March,1,Sunday,2024-03,2024-01-19,65
634,39,2024-11-13,Completed,Morocco,2024-02-15,2024,11,November,4,Wednesday,2024-11,2024-01-10,308
635,154,2024-04-20,Returned,Morocco,2023-05-27,2024,4,April,2,Saturday,2024-04,2024-01-10,101
636,250,2024-09-07,Completed,Germany,2023-06-07,2024,9,September,3,Saturday,2024-09,2024-04-24,136
637,162,2024-01-07,Completed,Italy,2023-09-12,2024,1,January,1,Sunday,2024-01,2024-01-07,0
638,118,2024-03-24,Completed,Morocco,2023-04-19,2024,3,March,1,Sunday,2024-03,2024-01-03,81
639,259,2024-07-26,Completed,Spain,2024-03-15,2024,7,July,3,Friday,2024-07,2024-04-15,102
640,268,2024-11-09,Returned,France,2023-05-10,2024,11,November,4,Saturday,2024-11,2024-02-14,269
641,54,2024-01-22,Completed,Morocco,2023-06-12,2024,1,January,1,Monday,2024-01,2024-01-22,0
642,236,2024-01-03,Cancelled,Morocco,2023-01-02,2024,1,January,1,Wednesday,2024-01,2024-01-03,0
643,222,2024-05-06,Completed,Spain,2023-07-10,2024,5,May,2,Monday,2024-05,2024-05-06,0
644,251,2024-10-23,Returned,Morocco,2024-04-10,2024,10,October,4,Wednesday,2024-10,2024-04-01,205
645,112,2024-07-06,Completed,Germany,2024-04-25,2024,7,July,3,Saturday,2024-07,2024-07-06,0
646,255,2024-12-27,Cancelled,France,2023-09-30,2024,12,December,4,Friday,2024-12,2024-01-04,358
647,207,2024-01-14,Completed,Germany,2023-03-18,2024,1,January,1,Sunday,2024-01,2024-01-02,12
648,229,2024-01-12,Returned,France,2023-04-05,2024,1,January,1,Friday,2024-01,2024-01-12,0
649,66,2024-03-27,Completed,Spain,2023-12-15,2024,3,March,1,Wednesday,2024-03,2024-01-27,60
650,75,2024-01-12,Completed,Spain,2023-07-03,2024,1,January,1,Friday,2024-01,2024-01-12,0
651,103,2024-01-25,Cancelled,Italy,2023-03-22,2024,1,January,1,Thursday,2024-01,2024-01-25,0
652,192,2024-10-27,Completed,Italy,2023-08-10,2024,10,October,4,Sunday,2024-10,2024-01-12,289
653,252,2024-08-30,Cancelled,Germany,2023-12-28,2024,8,August,3,Friday,2024-08,2024-01-11,232
654,226,2024-05-01,Completed,Morocco,2024-03-13,2024,5,May,2,Wednesday,2024-05,2024-02-08,83
655,294,2024-05-26,Completed,France,2024-01-06,2024,5,May,2,Sunday,2024-05,2024-02-05,111
656,98,2024-02-24,Completed,Morocco,2024-02-20,2024,2,February,1,Saturday,2024-02,2024-02-24,0
657,286,2024-08-25,Completed,Spain,2023-10-06,2024,8,August,3,Sunday,2024-08,2024-01-04,234
658,249,2024-12-21,Completed,Italy,2023-06-02,2024,12,December,4,Saturday,2024-12,2024-07-24,150
659,166,2024-06-21,Completed,Morocco,2023-12-14,2024,6,June,2,Friday,2024-06,2024-06-21,0
660,30,2024-08-08,Completed,Germany,2023-04-17,2024,8,August,3,Thursday,2024-08,2024-08-08,0
661,247,2024-04-28,Completed,Spain,2024-05-12,2024,4,April,2,Sunday,2024-04,2024-01-25,94
662,106,2024-11-04,Completed,France,2023-05-09,2024,11,November,4,Monday,2024-11,2024-01-27,282
663,51,2024-07-01,Completed,Germany,2024-02-03,2024,7,July,3,Monday,2024-07,2024-02-10,142
664,81,2024-10-14,Completed,Spain,2023-05-15,2024,10,October,4,Monday,2024-10,2024-03-18,210
665,133,2024-11-02,Completed,Germany,2023-05-31,2024,11,November,4,Saturday,2024-11,2024-01-07,300
666,285,2024-10-26,Completed,Spain,2023-07-21,2024,10,October,4,Saturday,2024-10,2024-01-26,274
667,138,2024-03-22,Returned,Morocco,2024-02-29,2024,3,March,1,Friday,2024-03,2024-03-22,0
668,184,2024-07-29,Cancelled,France,2024-04-21,2024,7,July,3,Monday,2024-07,2024-04-26,94
669,273,2024-05-29,Completed,Germany,2023-08-16,2024,5,May,2,Wednesday,2024-05,2024-03-13,77
670,69,2024-02-06,Completed,Germany,2024-02-13,2024,2,February,1,Tuesday,2024-02,2024-01-09,28
671,34,2024-12-17,Cancelled,Morocco,2024-01-03,2024,12,December,4,Tuesday,2024-12,2024-04-30,231
672,262,2024-11-07,Completed,Morocco,2023-10-03,2024,11,November,4,Thursday,2024-11,2024-08-02,97
673,53,2024-12-26,Completed,France,2023-11-04,2024,12,December,4,Thursday,2024-12,2024-01-02,359
674,205,2024-02-28,Completed,Morocco,2023-10-24,2024,2,February,1,Wednesday,2024-02,2024-02-28,0
675,126,2024-05-10,Completed,France,2023-07-24,2024,5,May,2,Friday,2024-05,2024-03-20,51
676,235,2024-07-20,Completed,France,2023-09-24,2024,7,July,3,Saturday,2024-07,2024-03-19,123
677,43,2024-08-30,Completed,France,2023-06-22,2024,8,August,3,Friday,2024-08,2024-06-18,73
678,240,2024-02-04,Returned,France,2024-04-26,2024,2,February,1,Sunday,2024-02,2024-01-25,10
679,111,2024-04-02,Cancelled,France,2023-06-17,2024,4,April,2,Tuesday,2024-04,2024-03-16,17
680,249,2024-07-25,Completed,Italy,2023-06-02,2024,7,July,3,Thursday,2024-07,2024-07-24,1
681,151,2024-12-18,Completed,Germany,2023-06-06,2024,12,December,4,Wednesday,2024-12,2024-02-26,296
682,183,2024-11-27,Cancelled,Italy,2023-02-24,2024,11,November,4,Wednesday,2024-11,2024-07-06,144
683,95,2024-10-31,Completed,Spain,2023-11-23,2024,10,October,4,Thursday,2024-10,2024-01-01,304
684,8,2024-12-15,Completed,France,2023-04-20,2024,12,December,4,Sunday,2024-12,2024-03-27,263
685,184,2024-07-31,Completed,France,2024-04-21,2024,7,July,3,Wednesday,2024-07,2024-04-26,96
686,281,2024-06-07,Returned,France,2023-05-18,2024,6,June,2,Friday,2024-06,2024-06-07,0
687,195,2024-01-24,Completed,Spain,2023-06-07,2024,1,January,1,Wednesday,2024-01,2024-01-24,0
688,195,2024-10-19,Cancelled,Spain,2023-06-07,2024,10,October,4,Saturday,2024-10,2024-01-24,269
689,155,2024-01-04,Cancelled,France,2024-01-26,2024,1,January,1,Thursday,2024-01,2024-01-04,0
690,93,2024-08-07,Completed,Germany,2023-12-24,2024,8,August,3,Wednesday,2024-08,2024-01-31,189
691,160,2024-12-29,Completed,France,2023-05-11,2024,12,December,4,Sunday,2024-12,2024-03-16,288
692,61,2024-01-20,Completed,Germany,2023-11-29,2024,1,January,1,Saturday,2024-01,2024-01-20,0
693,122,2024-05-31,Completed,Germany,2023-06-10,2024,5,May,2,Friday,2024-05,2024-03-08,84
694,51,2024-02-19,Completed,Germany,2024-02-03,2024,2,February,1,Monday,2024-02,2024-02-10,9
695,277,2024-06-25,Completed,Germany,2023-07-19,2024,6,June,2,Tuesday,2024-06,2024-01-15,162
696,5,2024-04-05,Completed,Italy,2024-02-05,2024,4,April,2,Friday,2024-04,2024-01-22,74
697,92,2024-04-14,Cancelled,Spain,2023-09-01,2024,4,April,2,Sunday,2024-04,2024-04-14,0
698,170,2024-09-06,Completed,Morocco,2023-09-07,2024,9,September,3,Friday,2024-09,2024-03-01,189
699,22,2024-04-26,Completed,Italy,2023-08-04,2024,4,April,2,Friday,2024-04,2024-04-17,9
700,1,2024-12-19,Completed,Spain,2023-05-15,2024,12,December,4,Thursday,2024-12,2024-01-01,353
701,133,2024-08-15,Completed,Germany,2023-05-31,2024,8,August,3,Thursday,2024-08,2024-01-07,221
702,233,2024-03-06,Completed,Spain,2023-05-29,2024,3,March,1,Wednesday,2024-03,2024-01-25,41
703,12,2024-11-30,Completed,France,2024-03-11,2024,11,November,4,Saturday,2024-11,2024-04-26,218
704,46,2024-09-18,Completed,Italy,2023-12-25,2024,9,September,3,Wednesday,2024-09,2024-06-27,83
705,34,2024-10-21,Completed,Morocco,2024-01-03,2024,10,October,4,Monday,2024-10,2024-04-30,174
706,78,2024-08-30,Completed,Spain,2023-07-14,2024,8,August,3,Friday,2024-08,2024-03-03,180
707,218,2024-07-04,Completed,Germany,2024-04-12,2024,7,July,3,Thursday,2024-07,2024-03-21,105
708,73,2024-09-02,Completed,Germany,2024-04-08,2024,9,September,3,Monday,2024-09,2024-09-02,0
709,282,2024-05-04,Returned,France,2024-05-06,2024,5,May,2,Saturday,2024-05,2024-03-17,48
710,249,2024-09-24,Completed,Italy,2023-06-02,2024,9,September,3,Tuesday,2024-09,2024-07-24,62
711,47,2024-05-10,Completed,Italy,2024-01-16,2024,5,May,2,Friday,2024-05,2024-02-06,94
712,121,2024-08-24,Completed,Germany,2024-01-25,2024,8,August,3,Saturday,2024-08,2024-05-09,107
713,214,2024-01-18,Completed,Italy,2023-04-01,2024,1,January,1,Thursday,2024-01,2024-01-18,0
714,239,2024-02-09,Completed,Spain,2023-07-13,2024,2,February,1,Friday,2024-02,2024-01-26,14
715,56,2024-01-21,Completed,Italy,2023-04-07,2024,1,January,1,Sunday,2024-01,2024-01-21,0
716,107,2024-08-12,Completed,Italy,2024-01-05,2024,8,August,3,Monday,2024-08,2024-05-23,81
717,48,2024-12-20,Completed,Italy,2023-12-24,2024,12,December,4,Friday,2024-12,2024-01-29,326
718,61,2024-10-08,Completed,Germany,2023-11-29,2024,10,October,4,Tuesday,2024-10,2024-01-20,262
719,26,2024-01-08,Completed,Spain,2023-07-24,2024,1,January,1,Monday,2024-01,2024-01-08,0
720,292,2024-04-09,Completed,Germany,2023-12-27,2024,4,April,2,Tuesday,2024-04,2024-04-09,0
721,257,2024-08-27,Returned,Italy,2023-09-06,2024,8,August,3,Tuesday,2024-08,2024-05-25,94
722,8,2024-03-27,Completed,France,2023-04-20,2024,3,March,1,Wednesday,2024-03,2024-03-27,0
723,113,2024-10-24,Completed,Spain,2024-04-12,2024,10,October,4,Thursday,2024-10,2024-02-24,243
724,253,2024-01-14,Completed,Morocco,2023-05-19,2024,1,January,1,Sunday,2024-01,2024-01-07,7
725,180,2024-11-29,Completed,Italy,2023-04-03,2024,11,November,4,Friday,2024-11,2024-04-22,221
726,207,2024-01-02,Completed,Germany,2023-03-18,2024,1,January,1,Tuesday,2024-01,2024-01-02,0
727,127,2024-10-19,Completed,Italy,2023-01-29,2024,10,October,4,Saturday,2024-10,2024-02-21,241
728,56,2024-11-20,Completed,Italy,2023-04-07,2024,11,November,4,Wednesday,2024-11,2024-01-21,304
729,214,2024-02-10,Completed,Italy,2023-04-01,2024,2,February,1,Saturday,2024-02,2024-01-18,23
730,14,2024-11-13,Completed,Italy,2023-01-04,2024,11,November,4,Wednesday,2024-11,2024-03-07,251
731,28,2024-11-11,Completed,Morocco,2024-02-04,2024,11,November,4,Monday,2024-11,2024-04-04,221
732,78,2024-04-20,Completed,Spain,2023-07-14,2024,4,April,2,Saturday,2024-04,2024-03-03,48
733,216,2024-01-14,Completed,Italy,2023-01-08,2024,1,January,1,Sunday,2024-01,2024-01-14,0
734,154,2024-08-18,Completed,Morocco,2023-05-27,2024,8,August,3,Sunday,2024-08,2024-01-10,221
735,14,2024-03-24,Cancelled,Italy,2023-01-04,2024,3,March,1,Sunday,2024-03,2024-03-07,17
736,187,2024-05-09,Completed,Morocco,2024-02-14,2024,5,May,2,Thursday,2024-05,2024-02-29,70
737,7,2024-08-18,Completed,Spain,2024-04-07,2024,8,August,3,Sunday,2024-08,2024-08-18,0
738,3,2024-11-21,Completed,Spain,2023-10-23,2024,11,November,4,Thursday,2024-11,2024-11-21,0
739,111,2024-05-24,Returned,France,2023-06-17,2024,5,May,2,Friday,2024-05,2024-03-16,69
740,238,2024-12-10,Completed,Spain,2024-02-29,2024,12,December,4,Tuesday,2024-12,2024-06-24,169
741,239,2024-01-28,Completed,Spain,2023-07-13,2024,1,January,1,Sunday,2024-01,2024-01-26,2
742,274,2024-03-06,Completed,Morocco,2023-06-12,2024,3,March,1,Wednesday,2024-03,2024-03-06,0
743,294,2024-06-11,Completed,France,2024-01-06,2024,6,June,2,Tuesday,2024-06,2024-02-05,127
744,227,2024-08-16,Completed,Spain,2023-09-21,2024,8,August,3,Friday,2024-08,2024-06-01,76
745,15,2024-09-17,Completed,Morocco,2023-09-01,2024,9,September,3,Tuesday,2024-09,2024-01-20,241
746,192,2024-06-12,Cancelled,Italy,2023-08-10,2024,6,June,2,Wednesday,2024-06,2024-01-12,152
747,119,2024-10-27,Completed,Spain,2024-01-11,2024,10,October,4,Sunday,2024-10,2024-06-09,140
748,28,2024-10-29,Completed,Morocco,2024-02-04,2024,10,October,4,Tuesday,2024-10,2024-04-04,208
749,202,2024-10-13,Returned,Spain,2023-02-18,2024,10,October,4,Sunday,2024-10,2024-01-15,272
750,39,2024-01-10,Completed,Morocco,2024-02-15,2024,1,January,1,Wednesday,2024-01,2024-01-10,0
751,273,2024-07-13,Completed,Germany,2023-08-16,2024,7,July,3,Saturday,2024-07,2024-03-13,122
752,231,2024-04-27,Completed,Morocco,2024-02-18,2024,4,April,2,Saturday,2024-04,2024-02-11,76
753,86,2024-09-26,Completed,Morocco,2024-02-17,2024,9,September,3,Thursday,2024-09,2024-02-07,232
754,126,2024-03-20,Completed,France,2023-07-24,2024,3,March,1,Wednesday,2024-03,2024-03-20,0
755,300,2024-04-02,Returned,Spain,2023-05-05,2024,4,April,2,Tuesday,2024-04,2024-02-08,54
756,25,2024-09-22,Completed,Italy,2023-01-31,2024,9,September,3,Sunday,2024-09,2024-01-22,244
757,145,2024-11-27,Completed,France,2023-06-07,2024,11,November,4,Wednesday,2024-11,2024-08-04,115
758,13,2024-12-15,Completed,Italy,2024-02-10,2024,12,December,4,Sunday,2024-12,2024-06-01,197
759,212,2024-12-26,Cancelled,Morocco,2023-08-09,2024,12,December,4,Thursday,2024-12,2024-04-11,259
760,25,2024-09-13,Returned,Italy,2023-01-31,2024,9,September,3,Friday,2024-09,2024-01-22,235
761,68,2024-05-12,Cancelled,Morocco,2023-12-02,2024,5,May,2,Sunday,2024-05,2024-05-12,0
762,67,2024-10-02,Completed,Spain,2023-03-29,2024,10,October,4,Wednesday,2024-10,2024-03-29,187
763,233,2024-09-20,Completed,Spain,2023-05-29,2024,9,September,3,Friday,2024-09,2024-01-25,239
764,109,2024-06-19,Completed,Italy,2023-09-02,2024,6,June,2,Wednesday,2024-06,2024-06-19,0
765,146,2024-01-01,Completed,Morocco,2023-06-21,2024,1,January,1,Monday,2024-01,2024-01-01,0
766,111,2024-11-08,Completed,France,2023-06-17,2024,11,November,4,Friday,2024-11,2024-03-16,237
767,228,2024-03-04,Completed,Germany,2023-10-12,2024,3,March,1,Monday,2024-03,2024-01-11,53
768,111,2024-10-10,Completed,France,2023-06-17,2024,10,October,4,Thursday,2024-10,2024-03-16,208
769,34,2024-04-30,Completed,Morocco,2024-01-03,2024,4,April,2,Tuesday,2024-04,2024-04-30,0
770,111,2024-04-16,Completed,France,2023-06-17,2024,4,April,2,Tuesday,2024-04,2024-03-16,31
771,264,2024-06-23,Completed,France,2023-01-02,2024,6,June,2,Sunday,2024-06,2024-03-02,113
772,236,2024-07-22,Completed,Morocco,2023-01-02,2024,7,July,3,Monday,2024-07,2024-01-03,201
773,83,2024-06-13,Completed,Italy,2023-02-18,2024,6,June,2,Thursday,2024-06,2024-01-09,156
